HOLEID,HOLEID_LATITUDE,HOLEID_LONGITUDE,PROJECTCODE,EAST,NORTH,RL,DEPTH,TENEMENTID,PROSPECT,STARTDATE,ENDDATE,DDHName,PlannedHoleID,Geologist1,Geologist2,DrillholeStatus,HolePurposeComment,HoleGeneralComment,Drillhole_Coordinateset_D,Drillhole_Best_X_D,Drillhole_Best_Y_D,Drillhole_Best_Z_D,MapSection,LocationGridName,XGridLine,YGridLine,BestGridName_D,WedgeHole,StartDrillingDepth
WC____377A__,58.07024458,-104.5593582,WCI,525995.689,6436614.659,465.93,81,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-377A,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525995.689,6436614.659,465.93,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____378___,58.06918539,-104.5608602,WCI,525907.849,6436496.159,471.75,546.05,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-378,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525907.849,6436496.159,471.75,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____378A__,58.06918539,-104.5608602,WCI,525907.849,6436496.159,471.75,18,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-378A,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525907.849,6436496.159,471.75,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____379___,58.06917558,-104.5632836,WCI,525764.889,6436494.139,477.22,561,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-379,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525764.889,6436494.139,477.22,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____380___,57.92206626,-104.5557139,WCI,526319.159,6420119.145,462.055,452.3,S-106546,JIGGER,16-janv-11,24-janv-11,WC-380,,D. Heasman,D. Heasman,Complete,Follow-up structure of WC-327.  Spotted 100m grid east of WC-327.,This drill hole intersected mostly regional sandstone with a strong bleached zone and quartz dissolution from 174.2-190.4 m.  Minor structures were observed in the sandstone including a 1 cm fault at 92.5 meters dipping 14 dtca.  180.6-184.8 consisted of sand; clay and lost core.  A fault breccia was also observed at 185.7 m dipping 10 dtca.  The unconformity was intersected at 304.7 m.  The basement consists dominantly of weak to moderately graphitic pelitic gneisses. The basement is moderately altered to 391.0 m; dominantly by chlorite with little to no argillite alteration.  The basement contained numerous weak to moderate structures including intense folding from 391.7-394.0 m; and 411.0-414.7 m.  Fault/Breccias are at 442.1-442.8 m and 446.2-446.9 m.  Max gamma is 449 cps at 311.6 m.,NAD83_UTMZ13N_DGPS_F,526319.159,6420119.145,462.055,074H15,Jigger 2009,,,NAD83_UTMZ13N,,
WC____381___,57.92079125,-104.5579534,WCI,526187.427,6419976.328,463.635,507,S-106546,JIGGER,24-janv-11,31-janv-11,WC-381,,D. Heasman,D. Heasman,Complete,WC-381 was collared about 200m south of historical fence CIG-5/CIG-7/CIG-8/CIG-9/CIG-10. The 2007 EM conductor was targeted at the unconformity.,Only local bleaching is observed within the sandstone.  Limonite extends to 22.0 m.  Druzy quartz is observed on fractures at 30.5; 39.5; and 60.5m.  The first 40 m of sandstone is strongly silicified.  Very few structural zones with local friability and lost core.  The unconformity was intersected at 308.7m and faulted.  Fault cross cuts basement foliation.  80 cm of bleaching is observed below the unconformity; followed by 6.8m of red zone paleoweathering.  Upper basement is mainly graphitic gneiss with loc cords and weak ductile to loc strong brittle structure.  lower portion is mainly gran/peg. The bottom portion of the hole has loc metasomatic alteration (of pel gn?) and strong folding - possilbly proximal to altered structure as seen in WC-327.  No umin.,NAD83_UTMZ13N_DGPS_F,526187.427,6419976.328,463.635,074H15,Jigger 2009,,,NAD83_UTMZ13N,,
WC____382___,57.9207895,-104.5584482,WCI,526158.116,6419975.942,462.189,462,S-106546,JIGGER,31-janv-11,04-Feb-2011,WC-382,,A. Koch,A. Koch,Complete,Follow-up of conductor trend south of historical drilling.  Follow-up of WC-381 to test for unconformity offset and graphite/granite contact at uc.  Also test for location of altered structure as seen in WC-327.,The sandstone is poorly fractured and weakly bleached.  Drusy quart noted along fractures. The basement is comprised mainly of graphitic gneiss with weak to moderate alteration (chlorite and arg) throughout most of the basement section.  Possible metasomatic alteration near EOH.  UC expression of graphitic brittle fault still to the west of the UC impact. No umin. Structure as seen in WC-327 not encoutered.,NAD83_UTMZ13N_DGPS_F,526158.116,6419975.942,462.189,074H15,Jigger 2009,,,NAD83_UTMZ13N,,
WC____383___,57.920799,-104.5561282,WCI,526295.541,6419977.899,465.797,528,S-106546,JIGGER,04-Feb-2011,09-Feb-2011,WC-383,,A. Koch,A. Koch,Complete,Follow up of previous holes.  Test for structure as seen in WC-327.,"Sandstone is regional"" for the most part.  Minor bleaching near the UC.  Basement is comprised mainly of graphitic gneiss with brittle to brittle-ductile deformation but less than previous holes.  No umin.  Structure as seen in WC-327 not encountered.""",NAD83_UTMZ13N_DGPS_F,526295.541,6419977.899,465.797,074H15,Jigger 2009,,,NAD83_UTMZ13N,,
WC____384___,57.91661861,-104.5581025,WCI,526181.63,6419511.73,470.89,492,S-106546,JIGGER,09-Feb-2011,14-Feb-2011,WC-384,,A. Koch,A. Koch,Complete,Test for signs of basement structure south of historical fence CIG-02 -03-04.  Begin testing conductor strike length to the south.,"Bleaching in the upper sandstone. Basement is comprised of graphitic pelitic gneiss mixed with pegmatite and granite.  Common elongated cordierite grains.  Graphite is only weakly remobilized and usually near contacts with pegmatites.  More bleaching in upper sandstone than previous holes.  Intersected hanging wall"" side of UC offset.  Structure as seen in WC-327 not encountered.  No Umin.""",NAD83_UTMZ13N_DGPS_F,526181.63,6419511.73,470.89,074H15,Jigger 2009,,,NAD83_UTMZ13N,,
WC____385___,57.91658555,-104.5591369,WCI,526120.367,6419507.649,468.475,321,S-106546,JIGGER,15-Feb-2011,18-Feb-2011,WC-385,,D. Heasman,D. Heasman,Complete,Regional exploration hole collared on the same fence than WC-384. Follow-up of EM conductor. Target the unconformity in the footwall.,The upper sandstone is locally moderate bleached to 94.0 metres.  307-310m:  Moderate bleaching.  Otherwise weakly bleached sandstone.  Local trace to weak limonite to 36.5 metres.  Sandstone is poorly fracture to 214 m.  214.0-251.3 m shows an increase in fracturing up to 6 fractures/m with dissolution and lost core from 248.8-250.1 m.  279.0-296.0m:  Also shows increased fractures up to 6/m.  2 m of rubble at end of hole.  No significant mineralization was intersection in this drill hole.  Drill hole was not probed due to broken rods at 100 metres.  Drill rods were broken at 100 metres; and the unconformity was not intersected in this drill hole.  Drill hole ends at 321.0 m.,NAD83_UTMZ13N_DGPS_F,526120.367,6419507.649,468.475,074H15,Jigger 2009,,,NAD83_UTMZ13N,,
WC____386___,57.91384778,-104.5587547,WCI,526145,6419203,462.75,273,S-106546,JIGGER,18-Feb-2011,25-Feb-2011,WC-386,,D. Heasman,D. Heasman,Complete,Regional exploration. WC-386 was collared about 200m south of fence WC-384/WC-385. It is to test for the southern extension of the EM conductor. The strike of the E conductor is drastically changing from N00 to N45.,WC-326 was abandoned at 273 metres in the sandstone due to stuck rods.  Hole was not probed.  Sandstone is strongl to moderalty bleached in the upper 135m and  locally moderate to strong bleaching throughout most of sandstone.  Rarely fractured to weakly fractured.  Small zone of fracturing and friability at 22 to 31 metres.,NAD83_UTMZ13N_GPS_S,526145,6419203,462.75,074H15,Jigger 2009,,,NAD83_UTMZ13N,,
WC____387___,57.91382647,-104.5587041,WCI,526148.015,6419200.647,462.75,525,S-106546,JIGGER,22-Feb-2011,04-mars-11,WC-387,,D. Heasman,P. Munholland,Complete,Re-drill of WC-386.  Test Moving Loop EM pick.  Follow-up of previous holes to the north to test for unconformity offset and graphite package.,"Bleached sst with local fracturing and dissolution.  Loc massive clay and lost core in 11 m structural zone at 311 to 322.  Bsmt comprised mainly of gran and peg.  Mnr pel gn.  Loc graph.  Did not intersect same conductor as seen in northern drill holes.  On footwall"" side of uc offset.""",NAD83_UTMZ13N_DGPS_F,526148.015,6419200.647,462.75,074H15,Jigger 2009,,,NAD83_UTMZ13N,,
WC____388___,57.92204305,-104.555676,WCI,526321.419,6420116.576,462.792,597,S-106546,JIGGER,04-mars-11,13-mars-11,WC-388,,P. Munholland,D. Heasman,Complete,Follow-up structure of WC-327.  WC-380 was lost in the basement and failed at intersecting the structure. The azimuth and dip have been set up to test for possible east-west or northeast-southwest strike of the basement structure.,"Mod to wk bl in sst with rare fractures and weakly developed fault at 244-249m.  Bsmt is comprised pel gn with graph and loc cord and possible white to pale green calc silicate.  Two brittle faults with remob qtz and graph. WC-327 inferred structure not seen in basement.  hanging wall"" side of uc offset intersecte.  No umin.""",NAD83_UTMZ13N_DGPS_F,526321.419,6420116.576,462.792,074H15,Jigger 2009,,,NAD83_UTMZ13N,,
WC____389___,58.07176234,-104.5219193,WCI,528203.109,6436798.664,487.841,594,S-106557,CIGAR EAST,14-mars-11,22-mars-11,WC-389,,P. Munholland,D. Heasman,Complete,Infill drilling of the Cigar East mineralized pod.  Test for thickness (north-south) extent of zone northeast of WC-244s mineralization.,Sandstone is bleached and fractured with increased clay alteration towards unconformity at 431.1.  The lower 10m of the sandstone is weakly mineralized with sooty disseminated pitchblende and pitchblende along veins or fractures.  Max downhole gamma is 25082cps at 428.5m.  Bsmt is comprised entirely of cord-graph pel gneiss with local evidence of ductile and ductile-brittle deformation.,NAD83_UTMZ13N_DGPS_F,528203.109,6436798.664,487.841,074I02,,,,NAD83_UTMZ13N,,
WC____390___,58.07185951,-104.5202525,WCI,528301.36,6436810.179,487.276,540,S-106557,CIGAR EAST,23-mars-11,29-mars-11,WC-390,,A. Doney,N. Flotte,Complete,Test eastern extent along strike of Cigar East mineralized pod.,Mod to strongly bleached sst.  Very weak umin at and above the uc.  Radiometric GT of 3.15 (0.1% cut-off).  Deformed graphitic pyritic pel gn bsmt.  Not the same deformation as Cigar  East Pod.  Drill hole tested intended target (2 wedges used in the sandstone) however mineralization was weaker than hoped for.,NAD83_UTMZ13N_DGPS_F,528301.36,6436810.179,487.276,074I02,,,,NAD83_UTMZ13N,,
WC____391___,58.06880847,-104.5293233,WCI,527768.641,6436466.732,491.33,48,ML 5521,CIGAR EAST,30-mars-11,31-mars-11,WC-391,,A. Doney,A. Doney,Abandoned,Follow-up of upper sandstone geochemical and spectral anomaly as seen in the 2009 hole - WC-302.  A weakly mineralized inferred trend extending from Cigar East mineralized pod also extends into the area.,Hole was stopped at 48 metres due to deviation problems.  Hole restarted as WC-391A.,NAD83_UTMZ13N_DGPS_S,527768.641,6436466.732,491.33,074I02,,,,NAD83_UTMZ13N,,
WC____391A__,58.06880325,-104.5293261,WCI,527768.48,6436466.15,490.93,549.5,ML 5521,CIGAR EAST,31-mars-11,05-Apr-2011,WC-391A,,A. Doney,D. Heasman,Complete,Re-start of WC-391 due to deviation problems below casing.  Moved about 4 feet back from WC-391 collar.,The upper sandstone contains argillization and faulting.  The basal sandstone is grey and black in colour with elevated radiometrics.  The basemest is a mix of graphitic pel gn and pegmatite.  Mnr cataclasite and faulting noted.,NAD83_UTMZ13N_DGPS_F,527768.48,6436466.15,490.93,074I02,,,,NAD83_UTMZ13N,,
WC____392___,58.07062674,-104.5595569,WCI,525983.689,6436657.129,467.06,495,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-392,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525983.689,6436657.129,467.06,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____392A__,58.07065856,-104.5595647,WCI,525983.205,6436660.669,465.137,24,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-392A,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525983.205,6436660.669,465.137,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____392B__,58.07065856,-104.5595647,WCI,525983.205,6436660.669,465.137,30,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-392B,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525983.205,6436660.669,465.137,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____392C__,58.07065856,-104.5595647,WCI,525983.205,6436660.669,465.137,33,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-392C,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525983.205,6436660.669,465.137,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____393___,58.07054884,-104.5604348,WCI,525931.959,6436648.119,467.63,487.05,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-393,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525931.959,6436648.119,467.63,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____393A__,58.07023173,-104.5604475,WCI,525931.439,6436612.809,467.38,79.1,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-393A,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525931.439,6436612.809,467.38,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____394___,58.0707538,-104.5636964,WCI,525739.399,6436669.689,471.68,489,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-394,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525739.399,6436669.689,471.68,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____395___,58.07075814,-104.5641008,WCI,525715.539,6436670.019,472.12,501.1,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-395,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525715.539,6436670.019,472.12,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____396___,58.070771,-104.5649545,WCI,525665.17,6436671.125,474.3688,504,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-396,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525665.17,6436671.125,474.369,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____397___,58.07067408,-104.5644707,WCI,525693.779,6436660.519,472.54,501.05,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-397,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525693.779,6436660.519,472.54,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____397A__,58.07067408,-104.5644707,WCI,525693.779,6436660.519,472.54,18,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-397A,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525693.779,6436660.519,472.54,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____398___,58.07064913,-104.5633477,WCI,525760.049,6436658.169,473.27,492,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-398,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525760.049,6436658.169,473.27,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____399___,58.07052904,-104.5642925,WCI,525704.399,6436644.439,472.13,504,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-399,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525704.399,6436644.439,472.13,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____400___,58.07088606,-104.5646034,WCI,525685.799,6436684.069,473.7,492,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-400,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525685.799,6436684.069,473.7,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____401___,58.0705965,-104.5647158,WCI,525679.379,6436651.789,473.17,492,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-401,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525679.379,6436651.789,473.17,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____402___,58.07047837,-104.5580805,WCI,526070.893,6436641.18,464.738,480.05,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-402,,,,Complete,,,NAD83_UTMZ13N_LEGACY,526070.893,6436641.18,464.738,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____403___,58.0706772,-104.5651073,WCI,525656.225,6436660.624,474.5773,492.05,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-403,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525656.225,6436660.624,474.577,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____403A__,58.0706772,-104.5651073,WCI,525656.225,6436660.624,474.577,48,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-403A,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525656.225,6436660.624,474.577,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____404___,58.07068436,-104.5581704,WCI,526065.439,6436664.079,465.09,477,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-404,,,,Complete,,,NAD83_UTMZ13N_LEGACY,526065.439,6436664.079,465.09,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____405___,58.07074305,-104.5619536,WCI,525842.219,6436669.159,470.91,489,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-405,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525842.219,6436669.159,470.91,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____406___,58.07048967,-104.5619538,WCI,525842.389,6436640.949,470.82,504,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-406,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525842.389,6436640.949,470.82,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____407___,58.07075157,-104.5604357,WCI,525931.759,6436670.689,468.27,492,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-407,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525931.759,6436670.689,468.27,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____408___,58.07081619,-104.5599268,WCI,525961.729,6436678.079,468.25,486.05,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-408,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525961.729,6436678.079,468.25,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____409___,58.07049272,-104.5648877,WCI,525669.309,6436640.169,474.19,495.05,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-409,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525669.309,6436640.169,474.19,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____410___,58.07067977,-104.5630637,WCI,525776.779,6436661.689,473.64,492.05,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-410,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525776.779,6436661.689,473.64,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____411___,58.07062041,-104.5636705,WCI,525741.026,6436654.849,471.9547,494.6,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-411,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525741.026,6436654.849,471.955,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____412___,58.07081729,-104.5650582,WCI,525659.02,6436676.24,474.2308,495,ML 5521,CIGAR,01-janv-11,01-janv-11,CL-412,,,,Complete,,,NAD83_UTMZ13N_LEGACY,525659.02,6436676.24,474.231,074I02,MINEGRID:CL,,,NAD83_UTMZ13N,,
WC____413___,58.07812109,-104.5407419,WCI,527087.947,6437498.893,462.774,480,S-106556,TIBIA LAKE,16-janv-12,27-janv-12,WC-413,,R. Hutchinson,R. Hutchinson,Complete,Follow-up of mineralization as seen in WC-314 (geochem GT=57.6). Targeted Uc 100m SW of Uc intersected in WC-314. Mineralization follows basement lithology unit rather than the interpreted N100 Tibia brittle/ductile fault.,32 BQ rods and 23 NQ rods lost in bottom hole. 7 3m NW rods and NW casing shoe abandoned in overburden. The lower sandstone is pervasively bleached with a thick fault zone from 381.6-405.3m.,NAD83_UTMZ13N_DGPS_F,527087.947,6437498.893,462.774,074I02,,,,NAD83_UTMZ13N,,
WC____414___,58.07812111,-104.5407578,WCI,527087.011,6437498.889,462.767,585,S-106556,TIBIA LAKE,28-janv-12,02-Feb-2012,WC-414,,O. Maufrais,O. Maufrais,Complete,Follow up drill hole fence of WC-314. This hole was collared from the same set-up than WC-413 to test the structure in the sandstone of WC-413 at or near the unconformity.,Brittle-ductile faulting observed from 452-455m; 494.5-497.2m; 547-551.9m and 557.2-558.3m,NAD83_UTMZ13N_DGPS_F,527087.011,6437498.889,462.767,074I02,,,,NAD83_UTMZ13N,,
WC____415___,58.07134801,-104.5229702,WCI,528141.445,6436752.096,492.316,123,S-106557,CIGAR EAST,03-Feb-2012,05-Feb-2012,WC-415,,R. Zerff,R. Zerff,Abandoned,Collared to test for extension of high grade mineralization 30m WSW of drill hole WC-244 and 15m S of WC-262,Abandoned at 123m depth due to bad deviation in overburden. Azimuth 15 degrees off to the left.,NAD83_UTMZ13N_DGPS_F,528141.445,6436752.096,492.316,074I02,,,,NAD83_UTMZ13N,,
WC____415A__,58.07134801,-104.5229702,WCI,528141.445,6436752.096,492.316,558,S-106557,CIGAR EAST,05-Feb-2012,10-Feb-2012,WC-415A,,R. Zerff,R. Zerff,Complete,Restart of WC-415. Collared to test for extension of high grade mineralization 30m WSW of drill hole WC-244 and 15m S of WC-262,The same bad deviation in WC-415 was noted (16 degrees off to the left) and several assumptions were made to explain this deviation including; 141m of NQ rods and NW rods left on top of drill hole WC-258 located 15m from WC-415A. It was decided to keep drilling past the possible magnetic effect of the steel in WC-258 but at 200m the problem remained the same. It was decided to keep drilling to test the unconformity 35m WSW of the original target. 17 3m NW rods and NW casing shoe left in overburden.,NAD83_UTMZ13N_DGPS_F,528141.445,6436752.096,492.316,074I02,,,,NAD83_UTMZ13N,,
WC____416___,58.0717305,-104.5229208,WCI,528144.054,6436794.701,490.584,558.2,S-106557,CIGAR EAST,10-Feb-2012,21-Feb-2012,WC-416,,R. Hutchinson,O. Maufrais,Complete,Collared to test extension of high grade mineralization 30m WSW of drill hole WC-244 and 15m S of WC-262. WC-415A was designed to intersect this target so the drill was moved 50m to the N to steepen the hole for more effective wedging.,Orientation test at 66m determined the dip and azimuth were off the intended target (19 degrees left). The hole was continued to120m in hopes that with extra pressure on the drill bit the hole would steepen and turn to the east. It was determined at 120m to install a wedge to steepen the hole and then continue allowing the azimuth to correct itsel. A second wedge was installed at 150m to correct for azimuth but the obtained azimuth was off the target. A third wedge was installed above the previous wedge. The unconformity was intersected 3.0m away from original target. 18.3m NW rods and NW casing shoe abandoned in overburden. Perched mineralization along fault zone. GT=17.6m?,NAD83_UTMZ13N_DGPS_F,528144.054,6436794.701,490.584,074I02,,,,NAD83_UTMZ13N,,
WC____417___,58.18361692,-104.6183412,WCI,522444.718,6449215.69,479.234,91.5,S-106550,ANDREW LAKE,26-Feb-2012,28-Feb-2012,WC-417,,R. Hutchinson,R. Hutchinson,Abandoned,Test of the 2011 Moving Loop EM anomaly,A regional MFd sandstone sequence was intersected below the overburden. The drill hole was lost at 90.0m depth after the core barrel became stuck at 33.0m depth.   In total 11 NQ rods; 10 10ft NW rods; 2 2ft NW rods and 1 core barrel was lost down the hole.  The hole was unable to be cemented.  The drill hole was not geochemically or petrophysically sampled and was unable to be probed.,NAD83_UTMZ13N_DGPS_F,522444.718,6449215.69,479.234,074I02,Andre Lk 2011,L12+00E,4+70N,NAD83_UTMZ13N,,
WC____417A__,58.18361692,-104.6183412,WCI,522444.719,6449215.69,479.234,144,S-106550,ANDREW LAKE,29-Feb-2012,02-mars-12,WC-417A,,R. Hutchinson,R. Hutchinson,Abandoned,Test of the 2011 Moving Loop EM anomaly. Restart of WC-417.,A regional MFd sandstone sequence was intersected below the overburden. The drill hole was lost at 144.0m depth after the rods became stuck and were snapped.   In total 31NQ rods and 1 core barrel were lost down the hole.  The hole was unable to be cemented.  The drill hole was not geochemically or petrophysically sampled and was unable to be probed.,NAD83_UTMZ13N_DGPS_F,522444.719,6449215.69,479.234,074I02,Andre Lk 2011,L12+00E,4+70N,NAD83_UTMZ13N,,
